[2025-11-03 12:30:22] [INFO    ] discord.client: logging in using static token
[2025-11-03 12:30:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'webhook_id': '1432391707496026265', 'type': 20, 'tts': False, 'timestamp': '2025-11-03T15:30:28.847000+00:00', 'position': 0, 'pinned': False, 'nonce': '1434927729471389696', 'mentions': [{'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1432394387740168317'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-27T15:43:54.788798+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}, 'type': 2, 'name': 'help', 'id': '1434927721871441973', 'command_type': 1, 'authorizing_integration_owners': {'0': '1235268950418260179'}}, 'interaction': {'user': {'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}, 'type': 2, 'name': 'help', 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1434927721871441973'}, 'id': '1434927723066949722', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Precisa de ajuda? <@497067650346909727>!\n\n1 - !help\n\n2 - !impressora_status_id + ID_DA_IMPRESSORA\n\n3 - impressora_status_name + NOME_DA_IMPRESSORA', 'components': [], 'channel_type': 0, 'channel_id': '1360733329841979513', 'author': {'username': 'MetabeeBOT', 'public_flags': 0, 'primary_guild': None, 'id': '1432391707496026265', 'global_name': None, 'display_name_styles': None, 'discriminator': '9543', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'aac83d8eab26cb2da85c2fdaf867c376'}, 'attachments': [], 'application_id': '1432391707496026265', 'guild_id': '1235268950418260179'}}
[2025-11-03 12:30:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:30:31] [DEBUG   ] discord.client: Dispatching event message
[2025-11-03 12:30:31] [DEBUG   ] discord.webhook.async_: Webhook ID 1434927721871441973 with POST https://discord.com/api/v10/interactions/1434927721871441973/aW50ZXJhY3Rpb246MTQzNDkyNzcyMTg3MTQ0MTk3MzpuYzBZR2h3cWxBU2FYTXh3aVM4SGZFSmtYbGNJc1R2TWhkTVJZd3RqVDVGcGg2bnZsTkZFdTlyeGdKNDY5RmZNbjZoZ1RaSGV4VzJvcXJnR09DTGdQaGxOYzNlYm05ZjFlVDd5d28wd3lQNmZ6RFNzektZdTNmNU5vOW5UU3VuOQ/callback has returned status code 200
[2025-11-03 12:30:31] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-11-03 12:31:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:31:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:31:45] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:31:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:32:27] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:32:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:33:08] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:33:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:33:49] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:33:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:34:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:34:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:35:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:35:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:35:53] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:35:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:36:34] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:36:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:37:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:37:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:37:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-03 12:37:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:38:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'USER_UPDATE', 's': 8, 'op': 0, 'd': {'verified': True, 'username': 'MetabeeBOT', 'public_flags': 0, 'primary_guild': None, 'premium_type': 0, 'premium_state': {'premium_subscription_type': 0, 'premium_source': 0}, 'mfa_enabled': False, 'locale': 'en-US', 'id': '1432391707496026265', 'global_name': None, 'flags': 0, 'email': None, 'display_name_styles': None, 'discriminator': '9543', 'collectibles': None, 'clan': None, 'bot': True, 'bio': '', 'banner_color': None, 'banner': '52e78b453d81f133796a094c2cef3ecf', 'avatar_decoration_data': None, 'avatar': 'aac83d8eab26cb2da85c2fdaf867c376', 'authenticator_types': [], 'accent_color': None}}
[2025-11-03 12:38:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:38:38] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 8.
[2025-11-03 12:38:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:39:19] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 8.
[2025-11-03 12:39:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:40:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 8.
[2025-11-03 12:40:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:40:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 8.
[2025-11-03 12:40:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:41:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 8.
[2025-11-03 12:41:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:42:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 8.
[2025-11-03 12:42:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:42:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'USER_UPDATE', 's': 9, 'op': 0, 'd': {'verified': True, 'username': 'MetabeeBOT', 'public_flags': 0, 'primary_guild': None, 'premium_type': 0, 'premium_state': {'premium_subscription_type': 0, 'premium_source': 0}, 'mfa_enabled': False, 'locale': 'en-US', 'id': '1432391707496026265', 'global_name': None, 'flags': 0, 'email': None, 'display_name_styles': None, 'discriminator': '9543', 'collectibles': None, 'clan': None, 'bot': True, 'bio': '', 'banner_color': None, 'banner': '33854c3dec718670ddb044f5441fe162', 'avatar_decoration_data': None, 'avatar': 'aac83d8eab26cb2da85c2fdaf867c376', 'authenticator_types': [], 'accent_color': None}}
[2025-11-03 12:42:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:42:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-03 12:42:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:43:27] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-03 12:43:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:43:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'USER_UPDATE', 's': 10, 'op': 0, 'd': {'verified': True, 'username': 'MetabeeBOT', 'public_flags': 0, 'primary_guild': None, 'premium_type': 0, 'premium_state': {'premium_subscription_type': 0, 'premium_source': 0}, 'mfa_enabled': False, 'locale': 'en-US', 'id': '1432391707496026265', 'global_name': None, 'flags': 0, 'email': None, 'display_name_styles': None, 'discriminator': '9543', 'collectibles': None, 'clan': None, 'bot': True, 'bio': '', 'banner_color': None, 'banner': '23d5b1d5fd082664b16b298ec538e381', 'avatar_decoration_data': None, 'avatar': 'aac83d8eab26cb2da85c2fdaf867c376', 'authenticator_types': [], 'accent_color': None}}
[2025-11-03 12:43:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:08] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-11-03 12:44:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-03 12:44:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 11, 'op': 0, 'd': {'user_id': '497067650346909727', 'timestamp': 1762184656, 'member': {'user': {'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'display_name': 'nearo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1360733329841979513', 'guild_id': '1235268950418260179'}}
[2025-11-03 12:44:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:18] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-03 12:44:18] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-03 12:44:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-03T15:44:20.111000+00:00', 'pinned': False, 'nonce': '1434931217748197376', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1434931209640739027', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'impressora_status_name dnasjdina', 'components': [], 'channel_type': 0, 'channel_id': '1360733329841979513', 'author': {'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}, 'attachments': [], 'guild_id': '1235268950418260179'}}
[2025-11-03 12:44:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:22] [DEBUG   ] discord.client: Dispatching event message
[2025-11-03 12:44:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 13, 'op': 0, 'd': {'user_id': '497067650346909727', 'timestamp': 1762184669, 'member': {'user': {'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'display_name': 'nearo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1360733329841979513', 'guild_id': '1235268950418260179'}}
[2025-11-03 12:44:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:32] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-03 12:44:32] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-03 12:44:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-03T15:44:32.307000+00:00', 'pinned': False, 'nonce': '1434931268646076416', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1434931260794601582', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!impressora_status_name lalala', 'components': [], 'channel_type': 0, 'channel_id': '1360733329841979513', 'author': {'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}, 'attachments': [], 'guild_id': '1235268950418260179'}}
[2025-11-03 12:44:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:34] [DEBUG   ] discord.client: Dispatching event message
[2025-11-03 12:44:34] [DEBUG   ] discord.client: Dispatching event command
[2025-11-03 12:44:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-03T15:44:32.635000+00:00', 'pinned': False, 'nonce': '18380734105202949586', 'mentions': [{'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1432394387740168317'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-27T15:43:54.788798+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1434931262170071080', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@497067650346909727>\nNome: lalala\nCorrente: 0.2\nPotência: 0.3\nTensão: 0.4', 'components': [], 'channel_type': 0, 'channel_id': '1360733329841979513', 'author': {'username': 'MetabeeBOT', 'public_flags': 0, 'primary_guild': None, 'id': '1432391707496026265', 'global_name': None, 'display_name_styles': None, 'discriminator': '9543', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'aac83d8eab26cb2da85c2fdaf867c376'}, 'attachments': [], 'guild_id': '1235268950418260179'}}
[2025-11-03 12:44:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:34] [DEBUG   ] discord.client: Dispatching event message
[2025-11-03 12:44:34] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1360733329841979513/messages with {"content":"<@497067650346909727>\nNome: lalala\nCorrente: 0.2\nPot\u00eancia: 0.3\nTens\u00e3o: 0.4","components":[],"nonce":"18380734105202949586","enforce_nonce":true,"tts":false} has returned 200
[2025-11-03 12:44:34] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1360733329841979513/messages has received {'type': 0, 'content': '<@497067650346909727>\nNome: lalala\nCorrente: 0.2\nPotência: 0.3\nTensão: 0.4', 'mentions': [{'id': '497067650346909727', 'username': 'nearo_', 'avatar': '143de4d71e7c711f16b3866afba924ef', 'discriminator': '0', 'public_flags': 4194560, 'flags': 4194560, 'banner': None, 'accent_color': 8338201, 'global_name': 'nearo', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#7f3b19', 'clan': {'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'tag': 'osu!', 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'primary_guild': {'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'tag': 'osu!', 'badge': 'de1358870029aa9dae56e10c35a9c65d'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-03T15:44:32.635000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1434931262170071080', 'channel_id': '1360733329841979513', 'author': {'id': '1432391707496026265', 'username': 'MetabeeBOT', 'avatar': 'aac83d8eab26cb2da85c2fdaf867c376', 'discriminator': '9543', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': '23d5b1d5fd082664b16b298ec538e381', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '18380734105202949586'}
[2025-11-03 12:44:34] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-03 12:44:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-03T15:44:35.433000+00:00', 'pinned': False, 'nonce': '1434931281900077056', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1434931273905868890', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'impressora_status_name dnasjdina', 'components': [], 'channel_type': 0, 'channel_id': '1360733329841979513', 'author': {'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}, 'attachments': [], 'guild_id': '1235268950418260179'}}
[2025-11-03 12:44:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:37] [DEBUG   ] discord.client: Dispatching event message
[2025-11-03 12:44:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-03T15:44:38.799000+00:00', 'pinned': False, 'nonce': '1434931296164904960', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1434931288024027156', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!impressora_status_name dnasjdina', 'components': [], 'channel_type': 0, 'channel_id': '1360733329841979513', 'author': {'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}, 'attachments': [], 'guild_id': '1235268950418260179'}}
[2025-11-03 12:44:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:40] [DEBUG   ] discord.client: Dispatching event message
[2025-11-03 12:44:40] [DEBUG   ] discord.client: Dispatching event command
[2025-11-03 12:44:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-03T15:44:39.030000+00:00', 'pinned': False, 'nonce': '17455539816701158809', 'mentions': [{'username': 'nearo_', 'public_flags': 4194560, 'primary_guild': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-01T16:37:47.998000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '497067650346909727', 'global_name': 'nearo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'osu!', 'identity_guild_id': '98226572468690944', 'identity_enabled': True, 'badge': 'de1358870029aa9dae56e10c35a9c65d'}, 'avatar_decoration_data': None, 'avatar': '143de4d71e7c711f16b3866afba924ef'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1432394387740168317'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-27T15:43:54.788798+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1434931288992907268', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@497067650346909727> Erro ao acessar a API: 500', 'components': [], 'channel_type': 0, 'channel_id': '1360733329841979513', 'author': {'username': 'MetabeeBOT', 'public_flags': 0, 'primary_guild': None, 'id': '1432391707496026265', 'global_name': None, 'display_name_styles': None, 'discriminator': '9543', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'aac83d8eab26cb2da85c2fdaf867c376'}, 'attachments': [], 'guild_id': '1235268950418260179'}}
[2025-11-03 12:44:41] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-03 12:44:41] [DEBUG   ] discord.client: Dispatching event message
[2025-11-03 12:44:41] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1360733329841979513/messages with {"content":"<@497067650346909727> Erro ao acessar a API: 500","components":[],"nonce":"17455539816701158809","enforce_nonce":true,"tts":false} has returned 200
